tf,ma,z,gate,stop,rr,ret,pf,n,win,dd,sharpe
4h,20,2.0,True,1.0,2.0,-0.23055012202204206,0.6111290837273798,81,0.24691358024691357,-0.28356086366435984,-2.07323511902632
4h,20,2.0,True,1.5,0.5,-0.04606250574486925,0.8280122922049752,77,0.6493506493506493,-0.07737601911093361,-0.7067294145924369
4h,20,2.0,True,1.5,0.75,-0.101264484435028,0.7074158006510326,71,0.5070422535211268,-0.14922834575939148,-1.3681885344353097
4h,20,2.0,True,1.5,1.0,-0.07453258415313235,0.8033828469950559,69,0.463768115942029,-0.14532269822722355,-0.8740921570164625
4h,20,2.0,True,1.5,1.5,-0.1106284258134661,0.733764742740087,64,0.34375,-0.14227340143630307,-1.1580328510466806
4h,20,2.0,True,1.5,2.0,-0.06331927763502931,0.8357557702789804,55,0.3090909090909091,-0.13059850088378722,-0.5763953772018937
4h,20,2.0,True,2.0,0.5,-0.019156909891565377,0.9164648027395933,69,0.6666666666666666,-0.07454516645568643,-0.29723497294090745
4h,20,2.0,True,2.0,0.75,-0.04944284542296851,0.8230409599915318,61,0.5409836065573771,-0.12504170067453857,-0.6992593622213367
4h,20,2.0,True,2.0,1.0,-0.04591062866034079,0.8457717168627714,57,0.47368421052631576,-0.11432813240709916,-0.5794901588783741
4h,20,2.0,True,2.0,1.5,-0.04529110873749165,0.8463808176657036,48,0.375,-0.09159991848114013,-0.5068831423415243
4h,20,2.0,True,2.0,2.0,-0.054520720014581636,0.8315345022795303,46,0.30434782608695654,-0.132769790461983,-0.5460036398348352
4h,20,2.0,True,3.0,0.5,-0.04390162331168235,0.7785923102745823,53,0.6226415094339622,-0.10086351055986864,-0.8159465495374179
4h,20,2.0,True,3.0,0.75,-0.04622756442839304,0.7757351351977045,44,0.5227272727272727,-0.0937065811772071,-0.7809555897974689
4h,20,2.0,True,3.0,1.0,-0.08939293647152846,0.5866138689424002,37,0.3783783783783784,-0.10538348345397341,-1.5101931310978138
4h,20,2.0,True,3.0,1.5,-0.046227489365135654,0.7865078682436523,34,0.35294117647058826,-0.0917212365802581,-0.6429342347295415
4h,20,2.0,True,3.0,2.0,-0.13280740360742316,0.3981441098785389,29,0.1724137931034483,-0.13280740360742316,-2.099633854410787
4h,20,2.0,False,1.0,0.5,-0.15417939295623073,0.6823043813587073,131,0.6106870229007634,-0.19257158593007284,-1.814847008703418
4h,20,2.0,False,1.0,0.75,-0.08456949272372627,0.8420247553347402,122,0.5573770491803278,-0.17380194514397385,-0.8268481979208471
4h,20,2.0,False,1.0,1.0,-0.08952364198745166,0.8539630299964481,121,0.48760330578512395,-0.17246223139655248,-0.7642435588448419
4h,20,2.0,False,1.0,1.5,-0.1483238022132175,0.7979933357310768,114,0.3684210526315789,-0.221864698301668,-1.144000074094185
4h,20,2.0,False,1.0,2.0,-0.16708430518518358,0.7825395814768799,110,0.3,-0.2256543233970234,-1.160980575506005
4h,20,2.0,False,1.5,0.5,-0.0047367368460774495,0.9857216772090367,104,0.6826923076923077,-0.07147579093414391,-0.030128961889714367
4h,20,2.0,False,1.5,0.75,-0.013151421817991671,0.9675450777057382,96,0.5833333333333334,-0.1027175820164331,-0.11249643041664105
4h,20,2.0,False,1.5,1.0,-0.01652634502821615,0.9650510871339746,92,0.5108695652173914,-0.10512913682959535,-0.12544991238669578
4h,20,2.0,False,1.5,1.5,-0.07381060130633155,0.8597590642239661,84,0.38095238095238093,-0.14504233178508052,-0.6237350142408575
4h,20,2.0,False,1.5,2.0,-0.05245851832801962,0.8958029500296356,74,0.32432432432432434,-0.13680365216369772,-0.3806858730659786
4h,20,2.0,False,2.0,0.5,0.013395397434358358,1.0460126848528304,94,0.6914893617021277,-0.07891025383876593,0.22668460432688045
4h,20,2.0,False,2.0,0.75,-0.0482479741908759,0.8680468525915123,83,0.5542168674698795,-0.12907786521452913,-0.5765386206646165
4h,20,2.0,False,2.0,1.0,-0.04503804264754874,0.8870230312271625,78,0.48717948717948717,-0.12725570895780758,-0.4734647899887473
4h,20,2.0,False,2.0,1.5,-0.04410825531866047,0.8882439848386101,65,0.38461538461538464,-0.0876249447778259,-0.40622136034978246
4h,20,2.0,False,2.0,2.0,0.06871980759225726,1.1776695387972684,60,0.38333333333333336,-0.0746851352138973,0.6332145424990061
4h,20,2.0,False,3.0,0.5,0.002043607415525006,1.009268114031142,69,0.6811594202898551,-0.07469315681066702,0.06242656450583625
4h,20,2.0,False,3.0,0.75,-0.00871233194188703,0.9650071799233414,59,0.576271186440678,-0.08124877608500691,-0.1010171898805499
4h,20,2.0,False,3.0,1.0,-0.05807183043175501,0.7836746818458242,51,0.45098039215686275,-0.08229391626717264,-0.8049287064318197
4h,20,2.0,False,3.0,1.5,0.017443228113406706,1.0723406888486535,42,0.42857142857142855,-0.04383747383892744,0.25379040960633265
4h,20,2.0,False,3.0,2.0,-0.05484748558267294,0.766134906505052,35,0.2857142857142857,-0.07358238864493649,-0.6655784783101427
4h,20,2.5,True,1.0,0.5,-0.016211324624698653,0.8765060752944407,38,0.6842105263157895,-0.05177178794068438,-0.3358279040639978
4h,20,2.5,True,1.0,0.75,-0.003571336397534264,0.9780060798453003,38,0.6052631578947368,-0.053984190801527165,-0.03884583645783516
4h,20,2.5,True,1.0,1.0,-0.045775628747064756,0.7814506290135667,38,0.47368421052631576,-0.08002559887914829,-0.6961963295325303
4h,20,2.5,True,1.0,1.5,-0.1141705320943347,0.5732434880451085,37,0.2972972972972973,-0.15156598775915198,-1.5943948825242387
4h,20,2.5,True,1.0,2.0,-0.11915225924297979,0.58058272418375,37,0.24324324324324326,-0.15045861214745193,-1.48222006943023
4h,20,2.5,True,1.5,0.5,0.022266100335035066,1.2386324588587896,34,0.7352941176470589,-0.02162116199367181,0.5765845886265295
4h,20,2.5,True,1.5,0.75,-0.026729898143051156,0.8246322165532934,33,0.5454545454545454,-0.06751308597907013,-0.5062096556515996
4h,20,2.5,True,1.5,1.0,-0.042930160303180864,0.7663491789034386,33,0.45454545454545453,-0.09396434785840246,-0.722350181233014
4h,20,2.5,True,1.5,1.5,-0.06606661007346415,0.6975064270739122,33,0.3333333333333333,-0.10909549291370635,-0.9456854625745603
4h,20,2.5,True,1.5,2.0,-0.07937348672183475,0.6568991937188848,31,0.25806451612903225,-0.10473337106567426,-1.054008902983594
4h,20,2.5,True,2.0,0.5,0.00947726052358,1.094383592525947,34,0.7058823529411765,-0.03185594742810005,0.25238745205391583
4h,20,2.5,True,2.0,0.75,-0.041015584154950324,0.7428831279603872,33,0.5151515151515151,-0.07904438621595233,-0.789252247172982
4h,20,2.5,True,2.0,1.0,-0.07594910953003275,0.6058076096988753,33,0.3939393939393939,-0.10936446869395222,-1.3237742198398228
4h,20,2.5,True,2.0,1.5,-0.05662907259461247,0.7095560502380163,30,0.3333333333333333,-0.09987610445261164,-0.8523697590160008
4h,20,2.5,True,2.0,2.0,-0.06863844185203705,0.687154648953096,30,0.26666666666666666,-0.10180948466331974,-0.9205471414016987
4h,20,2.5,True,3.0,0.5,-0.02505577690700933,0.7695901296952387,29,0.6206896551724138,-0.06492739513884616,-0.6261485320232095
4h,20,2.5,True,3.0,0.75,-0.05416359493172007,0.6179484031159098,28,0.4642857142857143,-0.08066199257263273,-1.1575834560554756
4h,20,2.5,True,3.0,1.0,-0.08934692516269915,0.44192551958692144,25,0.32,-0.10607157775121645,-1.8247685264392484
4h,20,2.5,True,3.0,1.5,-0.08809864722052174,0.4797045262849357,24,0.25,-0.09662290188645761,-1.5986712809640893
4h,20,2.5,True,3.0,2.0,-0.0954580019242941,0.36641452775062205,19,0.15789473684210525,-0.10349822089827376,-1.8609464297411336
4h,20,2.5,False,1.0,0.5,-0.024639319778444357,0.8475829795278188,46,0.6739130434782609,-0.05996739263985107,-0.4711099916204528
4h,20,2.5,False,1.0,0.75,-0.0009294986451692244,0.9952088577495397,46,0.6086956521739131,-0.0549040269196196,0.013017889598797485
4h,20,2.5,False,1.0,1.0,-0.031012341740485505,0.8708560756558567,46,0.5,-0.07312675000530111,-0.4137839878040368
4h,20,2.5,False,1.0,1.5,-0.1440329598584782,0.5559462395233946,45,0.28888888888888886,-0.18004551723365358,-1.8671109539573087
4h,20,2.5,False,1.0,2.0,-0.14044695407412078,0.5882485657998971,45,0.24444444444444444,-0.17079474353842206,-1.607975923725464
4h,20,2.5,False,1.5,0.5,0.044419795056045874,1.4233483860627645,42,0.7619047619047619,-0.02199488402929961,1.033797620132193
4h,20,2.5,False,1.5,0.75,-0.01257704698014861,0.9276567124954377,40,0.575,-0.07206953630387125,-0.20073883154249372
4h,20,2.5,False,1.5,1.0,-0.04459623787608891,0.7927904314708445,39,0.46153846153846156,-0.10063871781271161,-0.6858424219536251
4h,20,2.5,False,1.5,1.5,-0.05479896502276538,0.7815176549781842,39,0.358974358974359,-0.1011932976129638,-0.6981673350364642
4h,20,2.5,False,1.5,2.0,-0.08160155886694209,0.70209422221474,37,0.2702702702702703,-0.11933664439926084,-0.9758792079076617
4h,20,2.5,False,2.0,0.5,0.03234737542031674,1.2925937247927437,42,0.7380952380952381,-0.03185594742810005,0.7519814423581754
4h,20,2.5,False,2.0,0.75,-0.032767778002686154,0.8173057225363201,39,0.5384615384615384,-0.07767716439234251,-0.5759537834602073
4h,20,2.5,False,2.0,1.0,-0.059436722390510455,0.7207552533226534,39,0.4358974358974359,-0.10183580245889312,-0.9373179648762178
4h,20,2.5,False,2.0,1.5,-0.045092946143122536,0.8010306821983413,36,0.3611111111111111,-0.08854983022577112,-0.596597098733658
4h,20,2.5,False,2.0,2.0,-0.03225527756312985,0.8672455981473954,35,0.3142857142857143,-0.08045574135593103,-0.3538768549845196
4h,20,2.5,False,3.0,0.5,-0.01681603664660758,0.8595277797595152,34,0.6470588235294118,-0.06062611499162851,-0.38434262864646
4h,20,2.5,False,3.0,0.75,-0.05309599653502395,0.6702830999811685,33,0.48484848484848486,-0.07959439417593661,-1.0476630522237336
4h,20,2.5,False,3.0,1.0,-0.08093719312949799,0.5449006698910022,30,0.36666666666666664,-0.09766184571801528,-1.5144426602209504
4h,20,2.5,False,3.0,1.5,-0.05850357395858552,0.6734792537695558,28,0.32142857142857145,-0.06715341057808044,-0.9405061711558689
4h,20,2.5,False,3.0,2.0,-0.07089797341808424,0.5650194355494271,22,0.22727272727272727,-0.07915649956587911,-1.180252037566258
4h,50,1.5,True,1.0,0.5,-0.24132877915159934,0.5963012818743526,154,0.5844155844155844,-0.25560775797312496,-2.810159744226732
4h,50,1.5,True,1.0,0.75,-0.19734627806152305,0.6706995988095926,125,0.504,-0.23868499307137048,-2.099991891252157
4h,50,1.5,True,1.0,1.0,-0.22026885574642718,0.6516019855014451,116,0.4224137931034483,-0.25903389484155426,-2.1796849873480766
4h,50,1.5,True,1.0,1.5,-0.18926428924399452,0.7119974799637899,100,0.34,-0.2587727476875019,-1.6464367372224442
4h,50,1.5,True,1.0,2.0,-0.17996019433061794,0.7257991549302732,92,0.2826086956521739,-0.2776157720533464,-1.4150172920513802
4h,50,1.5,True,1.5,0.5,-0.08901972390953816,0.7630921559515103,103,0.6310679611650486,-0.1203000244583099,-1.2011614514655895
4h,50,1.5,True,1.5,0.75,-0.09348853229731524,0.7582228070395721,82,0.524390243902439,-0.1418207621800176,-1.1728244299893429
4h,50,1.5,True,1.5,1.0,-0.03738682084880496,0.9036425902320024,75,0.49333333333333335,-0.11700527157119334,-0.3914632218148172
4h,50,1.5,True,1.5,1.5,-0.07275188909463126,0.8223765307948695,65,0.36923076923076925,-0.12428080919796392,-0.713587468760146
4h,50,1.5,True,1.5,2.0,-0.06020607888734886,0.8565690859746445,61,0.3114754098360656,-0.10296085758481721,-0.506121955235425
4h,50,1.5,True,2.0,0.5,-0.058253906928295685,0.7876790161148565,76,0.631578947368421,-0.0998895057567376,-0.9092448292747284
4h,50,1.5,True,2.0,0.75,-0.04399626732376527,0.847288344101099,64,0.546875,-0.10107287126945252,-0.6050458339445817
4h,50,1.5,True,2.0,1.0,-0.05411843214462719,0.8233128699278867,58,0.46551724137931033,-0.11303557214713,-0.6868929263224196
4h,50,1.5,True,2.0,1.5,-0.05614934522977222,0.8259091026622087,52,0.36538461538461536,-0.0726175312580779,-0.6122685290578644
4h,50,1.5,True,2.0,2.0,-0.062253751658018386,0.8062163024988505,47,0.2978723404255319,-0.08766607287306272,-0.6310658468689255
4h,50,1.5,True,3.0,0.5,-0.0433269437385112,0.7785835581214938,53,0.6226415094339622,-0.07972734297565032,-0.8053635008780464
4h,50,1.5,True,3.0,0.75,-0.05955889776644796,0.7183020081800292,44,0.5,-0.07334171899048392,-1.0227027213610391
4h,50,1.5,True,3.0,1.0,-0.054538627273091,0.7334578160582549,37,0.43243243243243246,-0.06915303095094749,-0.8859403773903939
4h,50,1.5,True,3.0,1.5,0.01699963379502134,1.0995611015258986,30,0.43333333333333335,-0.04500653389882037,0.279775523610622
4h,50,1.5,True,3.0,2.0,-0.03483013844183025,0.7924814950391009,24,0.2916666666666667,-0.09587267142118938,-0.4971992140019353
4h,50,1.5,False,1.0,0.5,-0.31032471955817476,0.6661834068818868,269,0.6059479553903345,-0.3374854854716779,-2.8739487592752093
4h,50,1.5,False,1.0,0.75,-0.24294687075749077,0.747220644223845,220,0.5272727272727272,-0.29543514500719614,-1.99438566146073
4h,50,1.5,False,1.0,1.0,-0.18764270441577824,0.8096771730556181,200,0.475,-0.25159119494326276,-1.3527861064315718
4h,50,1.5,False,1.0,1.5,-0.1967818249230262,0.8074627605755537,167,0.3712574850299401,-0.30108712725291875,-1.2904847023797057
4h,50,1.5,False,1.0,2.0,-0.1719572247797594,0.8380973597664857,156,0.3141025641025641,-0.3151075778674238,-0.973968102649046
4h,50,1.5,False,1.5,0.5,-0.037572052279236545,0.9355291144143362,177,0.672316384180791,-0.10730776719818258,-0.35281934134265236
4h,50,1.5,False,1.5,0.75,-0.04814610492688587,0.9218944930723696,142,0.5704225352112676,-0.1428813307578486,-0.41833835697585964
4h,50,1.5,False,1.5,1.0,0.013222358921057165,1.021271121425031,124,0.5241935483870968,-0.1255262135080928,0.16899287447102032
4h,50,1.5,False,1.5,1.5,-0.09993908809756069,0.8434153014498509,104,0.375,-0.1818712006837736,-0.7812120672257205
4h,50,1.5,False,1.5,2.0,-0.12851288624024548,0.7997149616158431,94,0.2978723404255319,-0.16232880607129863,-0.9522172612784087
4h,50,1.5,False,2.0,0.5,-0.024729464986635086,0.9406684964621754,127,0.6692913385826772,-0.09223949606468729,-0.27035345418685586
4h,50,1.5,False,2.0,0.75,0.003640602522831715,1.0088804973992125,100,0.59,-0.07171191407552757,0.08255147233261008
4h,50,1.5,False,2.0,1.0,-0.003607402967636175,0.9915838970156933,88,0.5113636363636364,-0.09395687949404619,0.0064070805428647504
4h,50,1.5,False,2.0,1.5,-0.07725668015244769,0.8241740734884345,71,0.36619718309859156,-0.10209183158434787,-0.733283908347578
4h,50,1.5,False,2.0,2.0,-0.0299617387729737,0.9309064290563225,64,0.328125,-0.11081640006475812,-0.21387661187927337
4h,50,1.5,False,3.0,0.5,0.007769126913305557,1.0310115776345192,80,0.6875,-0.06761594342967747,0.1535814479719613
4h,50,1.5,False,3.0,0.75,-0.006983532182087249,0.9742257118268257,64,0.578125,-0.0712251299034824,-0.06901840097530829
4h,50,1.5,False,3.0,1.0,-0.013198734049409744,0.9493553243643128,52,0.5,-0.06278955705473277,-0.15056381369266664
4h,50,1.5,False,3.0,1.5,0.040629332957661246,1.1832941874321352,40,0.45,-0.04852084928658473,0.5433400763700769
4h,50,1.5,False,3.0,2.0,0.10650083762294793,1.5917448259829157,31,0.45161290322580644,-0.029481626979669495,1.2166039338021883
4h,50,2.0,True,1.0,0.5,-0.12948347695078888,0.5871343288383206,76,0.5789473684210527,-0.13241639406196082,-2.01691001967023
4h,50,2.0,True,1.0,0.75,-0.07201050689252442,0.7710619923695881,67,0.5373134328358209,-0.09160910676369394,-0.9846966027223286
4h,50,2.0,True,1.0,1.0,-0.05294480900388121,0.8440947324701759,64,0.484375,-0.08304937032615212,-0.6259780980548924
4h,50,2.0,True,1.0,1.5,-0.06946598044004715,0.8203698857659937,59,0.3728813559322034,-0.14132106616614848,-0.712166416658382
4h,50,2.0,True,1.0,2.0,-0.12165384616540054,0.6999131770272145,55,0.2727272727272727,-0.16194621990889335,-1.215792141112101
4h,50,2.0,True,1.5,0.5,0.05535526132362012,1.4058736541447254,54,0.7592592592592593,-0.025678056718360986,1.1327930573383858
4h,50,2.0,True,1.5,0.75,0.04816531397812862,1.2839442289875347,46,0.6521739130434783,-0.048562965688078163,0.8404659472199811
4h,50,2.0,True,1.5,1.0,0.03421338869814727,1.1685344349345057,43,0.5581395348837209,-0.05973519325265775,0.5390292255692892
4h,50,2.0,True,1.5,1.5,0.003700745433218078,1.0163300485133233,38,0.42105263157894735,-0.051545355978992236,0.08386148488448189
4h,50,2.0,True,1.5,2.0,-0.03295103048181158,0.8645923335613941,35,0.3142857142857143,-0.06283663503250969,-0.3605331565905315
4h,50,2.0,True,2.0,0.5,0.0571513281783298,1.500169084543106,47,0.7659574468085106,-0.01691320281588815,1.262081481866269
4h,50,2.0,True,2.0,0.75,0.00197954380406018,1.012123180248541,39,0.5897435897435898,-0.04816329604253122,0.06190114349669218
4h,50,2.0,True,2.0,1.0,-0.020150790822899056,0.8879305305232639,35,0.4857142857142857,-0.04673841616881658,-0.31299849132569113
4h,50,2.0,True,2.0,1.5,-0.05609995435869497,0.7105856615694496,30,0.3333333333333333,-0.06015250932211713,-0.8413773094049015
4h,50,2.0,True,2.0,2.0,-0.03832861548175037,0.813611606183115,30,0.3,-0.05110709340719777,-0.47784655654412006
4h,50,2.0,True,3.0,0.5,0.014493816853680563,1.1589979694635801,31,0.7096774193548387,-0.04804262369958234,0.39965209246183087
4h,50,2.0,True,3.0,0.75,0.013769559894799777,1.1253598020014532,28,0.6071428571428571,-0.04518453756185847,0.32504010079009055
4h,50,2.0,True,3.0,1.0,-0.041360289421335295,0.6986603119684862,24,0.4166666666666667,-0.06753513201283479,-0.8371000632746312
4h,50,2.0,True,3.0,1.5,-0.06762720716907078,0.5894221786097712,24,0.2916666666666667,-0.06874041219652871,-1.1909664661329786
4h,50,2.0,True,3.0,2.0,-0.042520832573252454,0.7265843297891168,22,0.2727272727272727,-0.050418281087899586,-0.6513620833882586
4h,50,2.0,False,1.0,0.5,-0.07607862249170572,0.8255383313861719,122,0.639344262295082,-0.0863146283252092,-0.8784116767725512
4h,50,2.0,False,1.0,0.75,-0.032130035653267996,0.931156837054674,107,0.5700934579439252,-0.06703210014744543,-0.2990093625908259
4h,50,2.0,False,1.0,1.0,0.034741217388409185,1.0697701226394167,101,0.5346534653465347,-0.06821635734545128,0.37438446988461066
4h,50,2.0,False,1.0,1.5,-0.07365099653244944,0.8763734376365323,93,0.3870967741935484,-0.15605105746431813,-0.5757421628077825
4h,50,2.0,False,1.0,2.0,-0.09672417176152526,0.8470738427133188,89,0.3146067415730337,-0.16691469448568863,-0.693729351844466
4h,50,2.0,False,1.5,0.5,0.1261313201615999,1.5627302393678666,90,0.7666666666666667,-0.02784158745483245,1.8738932999399678
4h,50,2.0,False,1.5,0.75,0.11432567302018803,1.4055645378293962,78,0.6666666666666666,-0.04871960978819445,1.4565307675602164
4h,50,2.0,False,1.5,1.0,0.0771171465386904,1.2325886356884859,70,0.5714285714285714,-0.06193673891570206,0.9106506504435306
4h,50,2.0,False,1.5,1.5,-0.04202427371354367,0.8918917964198152,64,0.390625,-0.08011199675738301,-0.3871488930788647
4h,50,2.0,False,1.5,2.0,-0.06460997732098916,0.8435489626830639,61,0.3114754098360656,-0.08794329984477911,-0.5554266214657473
4h,50,2.0,False,2.0,0.5,0.08854361295842916,1.444255237936422,77,0.7532467532467533,-0.02728446894958414,1.4665533310109715
4h,50,2.0,False,2.0,0.75,0.0015196470941001294,1.0059185138754967,61,0.5901639344262295,-0.06310185664324397,0.054203971369298734
4h,50,2.0,False,2.0,1.0,-0.006336988139239996,0.9765806164568639,55,0.509090909090909,-0.04300587914042542,-0.049898285354931245
4h,50,2.0,False,2.0,1.5,-0.005657556253729323,0.9805304105767481,49,0.40816326530612246,-0.05933700905806438,-0.02474421539529844
4h,50,2.0,False,2.0,2.0,0.023059413198869283,1.0756284090512684,47,0.3617021276595745,-0.06903932144296976,0.27468744463891903
4h,50,2.0,False,3.0,0.5,-0.0030775485842499117,0.9796635042392098,46,0.6739130434782609,-0.06836785126708456,-0.04252155943317675
4h,50,2.0,False,3.0,0.75,-0.0009204281424101124,0.9948974256051883,43,0.5813953488372093,-0.0688592315273645,0.009969084423916977
4h,50,2.0,False,3.0,1.0,-0.03581966543351622,0.8262688136274778,39,0.46153846153846156,-0.0793421472893423,-0.5554719445733844
4h,50,2.0,False,3.0,1.5,-0.042824188546755626,0.8073870958983436,36,0.3611111111111111,-0.06838131666612357,-0.5728961395804375
4h,50,2.0,False,3.0,2.0,0.0138050162741703,1.0701100359061995,31,0.3548387096774194,-0.05809408218205647,0.20855841875738068
4h,50,2.5,True,1.0,0.5,-0.012920389097484608,0.8609925423368521,27,0.6666666666666666,-0.04737314970924367,-0.3287884548826441
4h,50,2.5,True,1.0,0.75,0.01085305346100407,1.115054554639463,24,0.625,-0.0469050577164446,0.27429736838852464
4h,50,2.5,True,1.0,1.0,0.008134160313232996,1.0711592927795845,24,0.5416666666666666,-0.04226738612953196,0.18564586865915664
4h,50,2.5,True,1.0,1.5,-0.040686320212007576,0.7350314633931105,23,0.34782608695652173,-0.0976107519843773,-0.6772281446031985
4h,50,2.5,True,1.0,2.0,-0.00350577843063149,0.9776965987282343,23,0.34782608695652173,-0.0849235671918368,-0.017735182876115235
4h,50,2.5,True,1.5,0.5,0.0185531283311986,1.3649623640607542,20,0.75,-0.019639836770872332,0.6327942436042633
4h,50,2.5,True,1.5,0.75,0.013311313936238856,1.1852885345943656,19,0.631578947368421,-0.02562892129765737,0.36916632859409443
4h,50,2.5,True,1.5,1.0,-0.007088814087226836,0.9230890948076915,18,0.5,-0.05204523645952186,-0.14428107004516333
4h,50,2.5,True,1.5,1.5,0.024533046961017435,1.266509191634727,17,0.47058823529411764,-0.03691958860974298,0.4844290631968295
4h,50,2.5,True,1.5,2.0,-0.03513674762038843,0.6835350580173729,15,0.26666666666666666,-0.03513674762038843,-0.6461837661244836
4h,50,2.5,True,2.0,0.5,0.024708871518541953,1.6071850408373118,18,0.7777777777777778,-0.015425554864634927,0.8989338322616217
4h,50,2.5,True,2.0,0.75,0.00013784539843975097,1.001960929998386,17,0.5882352941176471,-0.0315716919833775,0.02063979304195201
4h,50,2.5,True,2.0,1.0,0.014839459482302031,1.2105174065578599,16,0.5625,-0.02999148150292774,0.3853608672577397
4h,50,2.5,True,3.0,0.5,0.016913439069043745,1.4229126405818688,16,0.75,-0.024524220157608134,0.6523181210995139
4h,50,2.5,True,3.0,0.75,0.004019555076981929,1.0669919478258902,15,0.6,-0.022619719237589653,0.1352575435221921
4h,50,2.5,False,1.0,0.5,0.007660232621441887,1.0618910484937973,39,0.6923076923076923,-0.051538797219585764,0.1851852814954123
4h,50,2.5,False,1.0,0.75,0.02624535918873061,1.1939205034592162,35,0.6285714285714286,-0.046955311952126655,0.5124470143908891
4h,50,2.5,False,1.0,1.0,0.04012650797225081,1.2579462200538472,35,0.5714285714285714,-0.04180287337783539,0.6674834526206451
4h,50,2.5,False,1.0,1.5,-0.0447412046950465,0.7903219263673369,33,0.36363636363636365,-0.10932795975343901,-0.6085037073653344
4h,50,2.5,False,1.0,2.0,0.012074594579499331,1.0549811737264114,33,0.36363636363636365,-0.08717345955297795,0.18089281908381463
4h,50,2.5,False,1.5,0.5,0.020897269346056957,1.2573487771476404,29,0.7241379310344828,-0.03575152935462467,0.5611183739794121
4h,50,2.5,False,1.5,0.75,0.028668438483162806,1.279983403272527,28,0.6428571428571429,-0.041868691545449255,0.6330971730074547
4h,50,2.5,False,1.5,1.0,0.011967309148991134,1.097663962090614,26,0.5384615384615384,-0.0627075427931224,0.2524279456983173
4h,50,2.5,False,1.5,1.5,0.03125044308301583,1.2187027719691246,26,0.46153846153846156,-0.05934525501398025,0.5054057077638323
4h,50,2.5,False,1.5,2.0,-0.009829536283088025,0.9390029081570296,24,0.3333333333333333,-0.05956074296396541,-0.10798958807081782
4h,50,2.5,False,2.0,0.5,0.03620735988095469,1.6001385785967883,26,0.7692307692307693,-0.020768016153041025,1.0683782484616267
4h,50,2.5,False,2.0,0.75,0.026489817059151655,1.3297480218607387,23,0.6521739130434783,-0.03270463783924438,0.6604805872720483
4h,50,2.5,False,2.0,1.0,0.06327631868989081,1.776286037760391,23,0.6521739130434783,-0.029752265872830863,1.3036333916151972
4h,50,2.5,False,2.0,1.5,0.05912500441119484,1.5688260697686414,21,0.5238095238095238,-0.0298293474565966,0.9962793366594582
4h,50,2.5,False,2.0,2.0,-0.006783754960027588,0.9522278813984957,21,0.3333333333333333,-0.07720641518037685,-0.07350720641408964
4h,50,2.5,False,3.0,0.5,0.04135717339891576,2.034116795392041,21,0.8095238095238095,-0.01978257313464782,1.4501584665273155
4h,50,2.5,False,3.0,0.75,0.022779886268953886,1.3270502338007242,20,0.65,-0.019473154033369022,0.6168213918613338
4h,50,2.5,False,3.0,1.0,0.03550947523261283,1.5140279388373976,18,0.6111111111111112,-0.019276107853511304,0.857381084844904
4h,50,2.5,False,3.0,1.5,-0.02887080820822907,0.7047883279691426,15,0.3333333333333333,-0.0464236624544756,-0.6128548256722504
4h,100,1.5,True,1.0,0.5,-0.13605492074977743,0.7050239980371326,126,0.626984126984127,-0.17479141462838266,-1.6831772917291616
4h,100,1.5,True,1.0,0.75,-0.06867163997844472,0.8516603049710821,104,0.5673076923076923,-0.1373916236042525,-0.7349604280947476
4h,100,1.5,True,1.0,1.0,-0.03939793992943119,0.9192911720389433,96,0.5104166666666666,-0.1262708410801262,-0.3510792860381045
4h,100,1.5,True,1.0,1.5,0.0025066460882454678,1.0050309969202267,82,0.4268292682926829,-0.11213654392529204,0.07551048551423857
4h,100,1.5,True,1.0,2.0,-0.019812220999306684,0.9614605923860039,72,0.3472222222222222,-0.1369046993701556,-0.10297513220319901
4h,100,1.5,True,1.5,0.5,-0.08281933475172532,0.7458397847264945,88,0.625,-0.12240070989179463,-1.2060453948882435
4h,100,1.5,True,1.5,0.75,-0.04618823474216338,0.8580915718587482,72,0.5555555555555556,-0.10032463549265014,-0.5926079146737213
4h,100,1.5,True,1.5,1.0,0.002708654036683855,1.0083687740848128,65,0.5230769230769231,-0.07187858356510723,0.07135461456376017
4h,100,1.5,True,1.5,1.5,-0.05481978314547853,0.8284824300203231,51,0.37254901960784315,-0.09698684694810344,-0.5996736409028122
4h,100,1.5,True,1.5,2.0,-0.0016206269909091464,0.9947140361472955,46,0.34782608695652173,-0.07212300028158802,0.02932686991390034
4h,100,1.5,True,2.0,0.5,-0.023234486785353003,0.8953036457432847,65,0.6615384615384615,-0.0795344239547473,-0.37841475785601353
4h,100,1.5,True,2.0,0.75,0.004617503309482851,1.0204505811557552,54,0.5925925925925926,-0.0746052628814392,0.10201550384650483
4h,100,1.5,True,2.0,1.0,-0.03092956806991587,0.8711593574211588,46,0.4782608695652174,-0.10984186364213211,-0.4251761534576338
4h,100,1.5,True,2.0,1.5,-0.02759211147783258,0.8833351803293231,39,0.38461538461538464,-0.08018673075021931,-0.32753713205240964
4h,100,1.5,True,2.0,2.0,-0.00229453056741602,0.9908850851399862,38,0.34210526315789475,-0.06041368984631301,0.015635040510822516
4h,100,1.5,True,3.0,0.5,-0.026275845392861985,0.8317746711280615,44,0.6363636363636364,-0.05699155909722331,-0.5337692168055728
4h,100,1.5,True,3.0,0.75,-0.040352786496978155,0.7547982857695059,35,0.5142857142857142,-0.07042276658448732,-0.7659504589993212
